,Date,Open,High,Low,Close,Adj Close,Volume,MA_20,RSI,Upper_band,Lower_band,EMA_12,EMA_26,MACD,Signal_Line,Combined_Indicator,Position,Prediction
20,2021-02-23,14782.25,14854.5,14651.849609,14707.799805,14707.799805,744100.0,14797.4,27.74635996129078,15797.233323327784,13797.566676672215,14928.089776421675,14764.782368656313,163.30740776536186,212.2231553912857,8242.756520511906,1,L
21,2021-02-24,14729.150391,15008.799805,14504.5,14982.0,14982.0,403800.0,14848.125,44.69535577332765,15770.627242595961,13925.622757404039,14936.383656972186,14780.87256357066,155.51109340152652,200.88074299333388,8269.264363526723,1,L
22,2021-02-25,15079.849609,15176.5,15065.349609,15097.349609,15097.349609,803900.0,14912.1149902,46.89250815509317,15701.57618385182,14122.65379654818,14961.14764959185,14804.315307676536,156.83234191531483,192.07106277773008,8303.428358703835,0,S
23,2021-02-26,14888.599609,14919.450195,14467.75,14529.150391,14529.150391,1103600.0,14956.842529299998,32.18930592958358,15506.490822072028,14407.194236527968,14894.686532885413,14783.932721256051,110.75381162936173,175.8076125480564,8315.569350868105,1,L
24,2021-03-01,14702.5,14806.799805,14638.549805,14761.549805,14761.549805,507300.0,14980.860009799999,35.140336582521314,15440.870951128467,14520.84906847153,14874.20395936458,14782.274727459306,91.92923190527472,159.03193641950006,8322.986035112279,1,L
25,2021-03-02,14865.299805,14959.099609,14760.799805,14919.099609,14919.099609,621700.0,14994.422509799999,40.22698306758876,15428.348869333393,14560.496150266605,14881.110982385413,14792.409903869728,88.70107851568537,144.96576483873713,8328.083160498492,1,L
26,2021-03-03,15064.400391,15273.150391,14995.799805,15245.599609,15245.599609,544200.0,15017.204980499999,50.819362581395204,15453.767532679005,14580.642428320993,14937.186155710733,14825.979511657155,111.2066440535782,138.21394068170537,8344.564420338558,0,S
27,2021-03-04,15026.75,15202.349609,14980.200195,15080.75,15080.75,534900.0,15026.45996095,49.1747269931651,15460.010043614195,14592.909878285805,14959.272900986005,14844.851399682551,114.42150130345362,133.45545280605504,8349.25358514854,0,S
28,2021-03-05,14977.950195,15092.349609,14862.099609,14938.099609,14938.099609,640700.0,15027.152441400001,49.059197035936414,15460.058906912496,14594.245975887507,14956.015471449697,14851.758674446806,104.25679700289038,127.61572164542211,8346.894324096256,1,L
29,2021-03-08,15002.450195,15111.150391,14919.900391,14956.200195,14956.200195,0.0,15019.1724609,56.90241192744339,15451.081394250377,14587.263527549621,14956.043890457435,14859.495083376672,96.54880708076234,121.40233873249016,8340.963372104363,1,L
30,2021-03-09,15049.900391,15126.849609,14925.450195,15098.400391,15098.400391,675300.0,15018.6274902,59.117664900595784,15450.084870849274,14587.170109550727,14977.944890540906,14877.191772830252,100.7531177106539,117.2724945281229,8340.934308674816,1,L
31,2021-03-10,15202.150391,15218.450195,15100.849609,15174.799805,15174.799805,404600.0,15022.042480449998,54.95833709068766,15457.491059689424,14586.593901210572,15008.230261996152,14899.236812250234,108.99344974591804,115.61668557168194,8343.520155595119,0,S
32,2021-03-12,15321.150391,15336.299805,14953.599609,15030.950195,15030.950195,493200.0,15014.924999950003,48.31704077728881,15444.578681319419,14585.271318580586,15011.725636304436,14908.993359120588,102.73227718384805,113.03980389411518,8337.353536334716,0,S
33,2021-03-15,15048.400391,15048.400391,14745.849609,14929.5,14929.5,467500.0,15003.235009700002,63.292267891537726,15428.591847758495,14577.878171641509,14999.075538411445,14910.5123695561,88.5631688553458,108.14447688636132,8329.245615114427,0,S
34,2021-03-16,14996.099609,15051.599609,14890.650391,14910.450195,14910.450195,100.0,14983.022509700002,55.75972593709813,15383.768562786194,14582.27645661381,14985.440870194301,14910.507764033426,74.93310616087547,101.50220274126416,8313.773430368648,0,S
35,2021-03-17,14946.549805,14956.549805,14696.049805,14721.299805,14721.299805,100.0,14953.4149902,42.53134818294498,15338.566186834769,14568.263793565233,14944.803783241332,14896.492359660579,48.3114235807534,90.86404690916201,8289.601150665902,0,S
36,2021-03-18,14855.5,14875.200195,14478.599609,14557.849609,14557.849609,542200.0,14920.8624511,20.38497318097619,15324.693495766609,14517.03140643339,14885.272371819588,14871.4077114635,13.86466035608828,75.46416959854727,8260.74016919633,1,L
37,2021-03-19,14471.150391,14788.25,14350.099609,14744.0,14744.0,919200.0,14902.11494135,35.76051141034257,15302.020160360884,14502.209722339117,14863.538160770422,14861.970103206944,1.5680575634778506,60.6849471915334,8247.446070790678,0,S
38,2021-03-22,14736.299805,14763.900391,14597.849609,14736.400391,14736.400391,459000.0,14889.847460900002,40.371436771430886,15294.491455961645,14485.20346583836,14843.978503882665,14852.668643043467,-8.690139160802573,46.80992992106621,8237.08403266154,1,L
39,2021-03-23,14768.549805,14878.599609,14707.0,14814.75,14814.75,474200.0,14896.79995115,43.614848115096095,15290.584144716937,14503.015757583064,14839.481810977639,14849.859854669878,-10.378043692238862,35.372335198405196,8239.056064561853,0,S
40,2021-03-24,14712.450195,14752.349609,14535.0,14549.400391,14549.400391,456400.0,14888.879980450001,27.697411327076807,15304.439042860588,14473.320918039415,14794.853900211849,14827.603598101738,-32.74969788988892,21.747928580746372,8226.857451640833,0,S
41,2021-03-25,14570.900391,14575.599609,14264.400391,14324.900391,14324.900391,606800.0,14856.025,19.181964783980945,15339.01720493606,14373.032795063938,14722.553360333102,14790.366323501608,-67.81296316850603,3.83575023089589,8198.839369525369,1,L
42,2021-03-26,14506.299805,14572.900391,14414.25,14507.299805,14507.299805,481000.0,14826.5225098,31.528425027498997,15319.430260066667,14333.614759533331,14689.437428743395,14769.398433242231,-79.9610044988367,-12.923600715050629,8178.989591116354,1,L
43,2021-03-30,14628.5,14876.299805,14617.599609,14845.099609,14845.099609,594500.0,14842.319970700002,47.448287251687624,15314.93297026593,14369.706971134074,14713.385456475182,14775.005927742808,-61.62047126762627,-22.662974825565758,8190.938860372654,0,S
44,2021-03-31,14811.849609,14813.75,14670.25,14690.700195,14690.700195,463900.0,14838.7774902,43.858810270340264,15314.988020446335,14362.566959953665,14709.89541624823,14768.761058650749,-58.86564240251937,-29.90350834095648,8187.86250041412,1,L
45,2021-04-01,14798.400391,14883.200195,14692.450195,14867.349609,14867.349609,445000.0,14836.1899902,54.11026405880207,15311.123569686273,14361.256410713728,14734.11913821004,14776.063914232174,-41.94477602213374,-32.311761877191934,8190.050570292567,0,S
46,2021-04-05,14837.700195,14849.849609,14459.5,14637.799805,14637.799805,509700.0,14805.8,52.16932093905792,15247.016129856871,14364.583870143128,14719.300779254649,14765.822128363125,-46.52134910847599,-35.15367932344875,8171.743046522535,1,L
47,2021-04-06,14737.0,14779.099609,14573.900391,14683.5,14683.5,475300.0,14785.9375,48.22298915673506,15210.489240642666,14361.385759357334,14713.792967061625,14759.72419292882,-45.93122586719437,-37.30918863219787,8160.062867248662,1,L
48,2021-04-07,14716.450195,14879.799805,14649.849609,14819.049805,14819.049805,0.0,14779.985009799999,52.257875874930804,15198.854247486008,14361.11577211399,14729.986326744453,14764.118682711869,-34.132355967416515,-36.673822099241605,8159.341702895717,1,L
49,2021-04-08,14875.650391,14984.150391,14821.099609,14873.799805,14873.799805,514800.0,14775.8649903,51.63423707004479,15189.01827265366,14362.71170794634,14752.111477245306,14772.243210288769,-20.1317330434631,-33.365404288085905,8159.95659879607,0,S
50,2021-04-09,14882.650391,14918.450195,14785.650391,14834.849609,14834.849609,504100.0,14762.687451199998,59.03178519101933,15148.428410018068,14376.946492381927,14764.840420592182,14776.880721304417,-12.040300712234966,-29.100383572915717,8155.546302143323,0,S
51,2021-04-12,14644.650391,14652.5,14248.700195,14310.799805,14310.799805,650200.0,14719.4874512,49.62494408640805,15104.420108975644,14334.554793424357,14694.988018193384,14742.356208985571,-47.368190792187306,-32.75394501677004,8123.965573038337,1,L
52,2021-04-13,14364.900391,14528.900391,14274.900391,14504.799805,14504.799805,605100.0,14693.1799317,49.93391133374079,15059.976160908122,14326.38370249188,14665.72829308671,14724.759438319974,-59.0311452332644,-38.009385060068915,8106.55225317274,1,L
53,2021-04-15,14522.400391,14597.549805,14353.200195,14581.450195,14581.450195,568000.0,14675.777441449998,41.91383002099415,15028.10561574504,14323.449267154956,14652.7624318426,14714.14393881479,-61.38150697218953,-42.68380944249304,8094.866221955196,1,L
54,2021-04-16,14599.599609,14697.700195,14559.0,14617.849609,14617.849609,577200.0,14661.147412150001,47.59131647829895,14996.328589795483,14325.96623450452,14647.391228328355,14707.011025495176,-59.61979716682072,-46.07100698735858,8087.110649406768,0,S
55,2021-04-19,14306.599609,14382.299805,14191.400391,14359.450195,14359.450195,512300.0,14643.05493165,34.06839003694192,15002.733632491305,14283.376230808695,14603.0926078163,14681.265778791829,-78.1731709755295,-52.49143978499277,8071.417554330569,0,S
56,2021-04-20,14526.700195,14526.950195,14207.299805,14296.400391,14296.400391,467400.0,14629.98247075,38.042043856475544,15020.39204949909,14239.572892000908,14555.90918984456,14652.75723154799,-96.84804170342977,-61.362760168680175,8059.963670796398,1,L
57,2021-04-22,14219.150391,14424.75,14151.400391,14406.150391,14406.150391,524600.0,14613.0899903,40.702630581734205,15011.874187615136,14214.305792984866,14532.869374637705,14634.490058174064,-101.62068353635914,-69.41434484221597,8048.7604144788675,0,S
58,2021-04-23,14326.349609,14461.150391,14273.299805,14341.349609,14341.349609,498100.0,14593.337451199997,33.18903920682129,15005.321379099249,14181.353523300746,14503.404795308827,14612.775950827836,-109.37115551900933,-77.40570697757465,8034.382363406124,1,L
59,2021-04-26,14449.450195,14557.5,14421.299805,14485.0,14485.0,452700.0,14576.849951199998,37.12327764520158,14977.769375698514,14175.930526701482,14500.573288338239,14603.31106558133,-102.73777724309184,-82.4721210306781,8025.979101734301,1,L
60,2021-04-27,14493.799805,14667.549805,14484.849609,14653.049805,14653.049805,451800.0,14582.0324219,44.45326379841328,14984.135736138855,14179.929107661144,14524.03121397851,14606.99541664938,-82.9642026708716,-82.57053735871679,8033.02561648078,1,L
61,2021-04-28,14710.5,14890.25,14694.950195,14864.549805,14864.549805,457000.0,14609.014892600002,70.8765315739868,15010.892518309038,14207.137266890966,14576.418689520277,14626.073519490166,-49.65482996988976,-75.98739588095138,8057.62469420625,1,L
62,2021-04-29,14979.0,15044.349609,14814.450195,14894.900391,14894.900391,517500.0,14628.3949219,66.77706818221057,15046.66820757082,14210.121636229182,14625.41587436331,14645.986621083488,-20.57074672017734,-64.90406604879658,8074.776328254049,0,S
63,2021-04-30,14747.349609,14855.450195,14601.700195,14631.099609,14631.099609,613900.0,14617.6949219,51.839206446568745,15023.386317725899,14212.0035260741,14626.290295076647,14644.883879447674,-18.593584371026736,-55.64196971324262,8069.126218763469,1,L
64,2021-05-03,14481.049805,14673.849609,14416.25,14634.150391,14634.150391,448900.0,14614.8674317,50.61914133051836,15019.20243731066,14210.532426089341,14627.499540603318,14644.088806229327,-16.589265626009364,-47.831428895795966,8069.082779986269,0,S
65,2021-05-04,14687.25,14723.400391,14461.5,14496.5,14496.5,503400.0,14596.324951249999,55.73116815567121,14985.642684302564,14207.007218197434,14607.345765125885,14633.156302064192,-25.81053693830654,-43.42725050429808,8058.518670322603,1,L
66,2021-05-05,14604.150391,14637.900391,14506.599609,14617.849609,14617.849609,455900.0,14595.327441450001,62.81743355561864,14984.29981468364,14206.355068216362,14608.96174110652,14632.022472948325,-23.060731841806046,-39.35394677179968,8059.887320920478,1,L
67,2021-05-06,14668.349609,14743.900391,14611.5,14724.799805,14724.799805,467800.0,14597.3924317,62.73422720811166,14988.766816483625,14206.018046916375,14626.782981705517,14638.894867915114,-12.111886209597287,-33.9055346593592,8063.820484437566,1,L
68,2021-05-07,14816.849609,14863.049805,14765.5,14823.150391,14823.150391,488000.0,14597.597461000001,68.7514442636276,14989.46475657376,14205.730165426243,14656.993352366208,14652.54342518066,4.4499271855474944,-26.23444229037786,8068.721067400235,1,L
69,2021-05-10,14928.25,14966.900391,14892.5,14942.349609,14942.349609,522000.0,14601.024951199997,68.14516562285365,15004.10291082789,14197.946991572104,14700.894314925252,14674.01054990802,26.88376501723178,-15.610800828855933,8076.207076705277,0,S
70,2021-05-11,14789.700195,14900.0,14771.400391,14850.75,14850.75,647400.0,14601.819970749999,58.35022390771765,15006.89754242074,14196.742399079258,14723.949035705982,14687.102361025944,36.84667468003863,-5.11930572707702,8079.0636863394675,0,S
71,2021-05-12,14823.549805,14824.049805,14649.700195,14696.5,14696.5,643800.0,14621.104980499998,42.541407722394716,15003.961439689583,14238.248521310414,14719.726107135832,14687.79848243143,31.92762470440175,2.2900803592187344,8088.373549881165,0,S
72,2021-05-14,14749.400391,14749.650391,14591.900391,14677.799805,14677.799805,620700.0,14629.754980499998,40.26368644656648,15009.35075827784,14250.159202722156,14713.275906807243,14687.057839658732,26.21806714851118,7.075677717077224,8092.718845889456,1,L
73,2021-05-17,14756.25,14938.0,14725.349609,14923.150391,14923.150391,546400.0,14646.8399903,63.31800218094888,15047.458222354851,14246.22175824515,14745.564288990743,14704.54617679512,41.01811219562296,13.864164612786372,8108.35991873837,1,L
74,2021-05-18,15067.200195,15137.25,15043.700195,15108.099609,15108.099609,583900.0,14671.352490299998,68.53754305684433,15121.441098610205,14221.263881989791,14801.338953607552,14734.439023625111,66.89992998244088,24.471317686717274,8128.7656564005565,0,S
75,2021-05-19,15058.599609,15133.400391,15008.849609,15030.150391,15030.150391,569100.0,14704.887500100001,71.89517401710683,15157.066968873896,14252.708031326107,14836.54071320639,14756.343569356584,80.1971438498058,35.616482919334985,8151.813061383594,0,S
76,2021-05-20,15042.599609,15069.799805,14884.900391,14906.049805,14906.049805,480300.0,14735.3699708,61.79795049713024,15152.436348483163,14318.303593116838,14847.234419636177,14767.432920144985,79.80149949119186,44.453486233706364,8168.926453774673,1,L
77,2021-05-21,14987.799805,15190.0,14985.849609,15175.299805,15175.299805,572900.0,14773.8274415,66.27882688631948,15204.691667852245,14342.963215147754,14897.706017384458,14797.645281986097,100.06073539836143,55.574936066637385,8196.0258137755,1,L
78,2021-05-24,15211.349609,15256.25,15145.450195,15197.700195,15197.700195,579800.0,14816.6449708,64.32040086713275,15236.61317300777,14396.67676859223,14943.85896778685,14827.278979246386,116.57998854046309,67.77594656140253,8224.341969880603,1,L
79,2021-05-25,15291.75,15293.849609,15163.400391,15208.450195,15208.450195,441500.0,14852.817480550002,61.09399774586133,15277.113074988085,14428.52188611192,14984.565310435028,14855.513884117025,129.051426318003,80.03104251272264,8248.182182093722,1,L
80,2021-05-26,15257.049805,15319.900391,15194.950195,15301.450195,15301.450195,384000.0,14885.23750005,68.76822364265249,15343.028558900274,14427.446441199725,15033.31683113733,14888.54620344169,144.77062769563963,92.97895954930604,8271.840498323643,1,L
81,2021-05-27,15323.950195,15384.549805,15272.5,15337.849609,15337.849609,0.0,14908.902490249999,79.61397431619517,15409.154891731667,14408.65008876833,15080.168027731588,14921.82793718675,158.34009054483795,106.05118574841242,8290.666829160404,1,L
82,2021-05-28,15421.200195,15469.650391,15394.75,15435.650391,15435.650391,468100.0,14935.93999025,82.6111476168831,15488.702616315413,14383.177364184588,15134.857622080573,14959.888859691435,174.96876238913865,119.83470107655768,8311.168703577021,1,L
83,2021-05-31,15437.75,15606.349609,15374.0,15582.799805,15582.799805,436000.0,14983.52500005,81.00587640305253,15587.295481437272,14379.754518662729,15203.77180406818,15006.030411195774,197.7413928724054,135.41603943572724,8343.882640274409,0,S
84,2021-06-01,15629.650391,15660.75,15528.299805,15574.849609,15574.849609,409600.0,15030.55996095,76.31801522413306,15665.493143872787,14395.626778027214,15260.860697134613,15048.165166588678,212.69553054593416,150.87193765776863,8374.565238224779,1,L
85,2021-06-02,15520.349609,15597.450195,15459.849609,15576.200195,15576.200195,428600.0,15084.544970699999,83.70048027864357,15711.841810491393,14457.248130908605,15309.37446603698,15087.278872396924,222.09559364005509,165.11666885422594,8409.178663860095,1,L
86,2021-06-03,15655.549805,15705.099609,15611.0,15690.349609,15690.349609,410200.0,15138.169970699999,99.00647412488264,15780.667266440661,14495.672674959336,15367.98602649283,15131.950778811968,236.03524768086208,179.3003846195532,8445.251016823064,0,S
87,2021-06-04,15712.5,15733.599609,15622.349609,15670.25,15670.25,414200.0,15185.442480450001,94.90975139715356,15838.911545725086,14531.973415174916,15414.488176263163,15171.824795196268,242.66338106689545,191.97298390902165,8474.201334496962,1,L
88,2021-06-07,15725.099609,15773.450195,15678.099609,15751.650391,15751.650391,394000.0,15231.867480449999,95.40204673059095,15908.481942534023,14555.253018365975,15466.359286222676,15214.774839329879,251.58444689279713,203.89527650577676,8503.46463077221,0,S
89,2021-06-08,15773.900391,15778.799805,15680.0,15740.099609,15740.099609,378200.0,15271.754980450001,93.51714023397174,15970.210858483448,14573.299102416555,15508.473182034571,15253.687785231368,254.78539680320318,214.07330056526206,8527.580515100755,0,S
90,2021-06-09,15766.299805,15800.450195,15566.900391,15635.349609,15635.349609,457900.0,15310.984960900003,76.81489709739895,15997.918489812077,14624.05143198793,15527.992632336945,15281.959031436452,246.03360090049318,220.4653606323083,8546.996174482705,1,L
91,2021-06-10,15692.099609,15751.25,15648.5,15737.75,15737.75,298300.0,15363.047460900003,79.0371392780672,16010.592704307399,14715.502217492607,15560.262996592799,15315.721325404122,244.54167118867736,225.28062274358211,8576.493657835841,1,L
92,2021-06-11,15796.450195,15835.549805,15749.799805,15799.349609,15799.349609,363000.0,15419.1249511,77.87392699788582,16008.441596771376,14829.808305428625,15597.045552347754,15351.545642707519,245.49990964023527,229.32448012291275,8608.111708425462,1,L
93,2021-06-14,15791.400391,15823.049805,15606.5,15811.849609,15811.849609,392900.0,15463.559912,72.11968820269433,16028.947453940658,14898.172370059343,15630.092330294254,15385.642232803259,244.45009749099518,232.34960359652922,8632.331773964746,1,L
94,2021-06-15,15866.950195,15901.599609,15842.400391,15869.25,15869.25,323300.0,15501.617431550001,75.95202593137095,16068.72728248296,14934.507580617043,15666.885817941293,15421.465030373387,245.4207875679058,234.96384039080453,8654.377130820616,0,S
95,2021-06-16,15847.5,15880.849609,15742.599609,15767.549805,15767.549805,340200.0,15538.487402249997,64.33221375508789,16071.387211438043,15005.587593061951,15682.372585181094,15447.100939604987,235.2716455761074,235.02540142786512,8671.70734637993,0,S
96,2021-06-17,15648.299805,15769.349609,15616.75,15691.400391,15691.400391,357600.0,15577.754931550002,50.08345490388085,16022.959029528898,15132.550833571106,15683.761478384002,15465.197195263876,218.56428312012576,231.73317776631728,8688.315615556656,0,S
97,2021-06-18,15756.5,15761.5,15450.900391,15683.349609,15683.349609,640800.0,15603.157421749998,51.060693726872564,16007.803114443688,15198.511729056308,15683.698113863386,15481.356633318403,202.34148054498291,225.85483832205043,8698.621549402933,1,L
98,2021-06-21,15525.849609,15765.150391,15505.650391,15746.5,15746.5,351500.0,15630.597412,49.570264981446805,15991.546050900926,15269.648773099072,15693.359942499788,15500.996882702224,192.36305979756435,219.15648261715322,8710.721308648019,1,L
99,2021-06-22,15840.5,15895.75,15752.099609,15772.75,15772.75,322200.0,15658.812402249998,52.65903808282156,15964.865714289503,15352.759090210493,15705.573797499821,15521.126743242801,184.44705425701977,212.21459694512654,8724.043134442334,0,S
100,2021-06-23,15862.799805,15862.950195,15673.950195,15686.950195,15686.950195,287500.0,15678.087402250001,54.3361765701164,15933.792605584835,15422.382198915167,15702.708627884465,15533.409961891482,169.29866599298293,203.63141075469784,8730.759000042159,1,L
101,2021-06-24,15737.299805,15821.400391,15702.700195,15790.450195,15790.450195,316700.0,15700.717431550001,54.42041126525509,15904.472053855206,15496.962809244797,15716.207330517625,15552.44997915878,163.75735135884497,195.65659887552727,8740.911431789003,1,L
102,2021-06-25,15839.349609,15870.799805,15772.299805,15860.349609,15860.349609,314600.0,15721.95239245,55.04632366287414,15895.706101280699,15548.198683619303,15738.38306566876,15575.25735914702,163.12570652173963,189.15042040476973,8751.47268749914,0,S
103,2021-06-28,15915.349609,15915.650391,15792.150391,15814.700195,15814.700195,255100.0,15733.54741195,50.22355790662719,15898.952173269317,15568.142650630682,15750.124162488952,15592.993865506502,157.1302969824501,182.7463957203058,8755.242097078613,0,S
104,2021-06-29,15807.5,15835.900391,15724.049805,15748.450195,15748.450195,360300.0,15742.227441250001,40.65594722111558,15889.828777485025,15594.626105014977,15749.866629029113,15604.509149172687,145.35747985642593,175.2686125475298,8755.70118222633,0,S
105,2021-06-30,15776.900391,15839.099609,15708.75,15721.5,15721.5,262400.0,15749.4924315,45.97219871203749,15875.393990650915,15623.590872349087,15745.502532255403,15613.175138122857,132.32739413254603,166.68036886453308,8756.577441011674,0,S
106,2021-07-01,15755.049805,15755.549805,15667.049805,15680.0,15680.0,224900.0,15748.97495105,48.938511082051264,15875.98028139499,15621.969620705011,15735.425219600726,15618.125127891535,117.30009170919038,156.80431343346453,8752.371560732729,1,L
107,2021-07-02,15705.849609,15738.349609,15635.950195,15722.200195,15722.200195,254800.0,15751.572460799998,53.40108779311455,15873.834913358656,15629.31000824134,15733.390600431383,15625.834392121791,107.55620830959197,146.95469240869002,8750.955033736183,1,L
108,2021-07-05,15793.400391,15845.950195,15762.049805,15834.349609,15834.349609,207000.0,15755.7074217,57.08295012601962,15883.451905037471,15627.96293836253,15748.922755595786,15641.2799637424,107.64279185338637,139.0923122976293,8752.343632186685,0,S
109,2021-07-06,15813.75,15914.200195,15801.0,15818.25,15818.25,391400.0,15759.61494125,53.72952014341367,15890.100833177428,15629.129049322572,15759.588485504128,15654.388855317036,105.19963018709132,132.3137758755217,8752.58896872366,1,L
110,2021-07-07,15819.599609,15893.549805,15779.700195,15879.650391,15879.650391,329300.0,15771.829980349998,66.45326555339346,15899.033663477456,15644.62629722254,15778.059547888108,15671.074894997255,106.98465289085289,127.24795127858796,8760.166160336452,0,S
111,2021-07-08,15855.400391,15885.75,15682.900391,15727.900391,15727.900391,307900.0,15771.337499899999,45.06587213080867,15899.171441340972,15643.503558459026,15770.342754520707,15675.28419099746,95.05856352324736,120.81007372751985,8754.45434188299,0,S
112,2021-07-09,15688.25,15730.849609,15632.75,15689.799805,15689.799805,243200.0,15765.860009700002,35.83590569527034,15897.95715356421,15633.762865835793,15757.951531517521,15676.359421664314,81.59210985320715,112.96648095265732,8746.805085489419,1,L
113,2021-07-12,15766.799805,15789.200195,15644.75,15692.599609,15692.599609,216300.0,15759.897509699998,39.082569416991404,15894.004205771356,15625.79081362864,15747.897389591748,15677.562398503995,70.33499108775322,104.4401829796765,8740.49805177389,1,L
114,2021-07-13,15794.0,15820.799805,15744.599609,15812.349609,15812.349609,246700.0,15757.05249015,55.21457432409442,15883.59206252036,15630.512917779639,15757.813115654557,15687.546636318513,70.26647933604363,97.60544225094995,8739.502180555026,1,L
115,2021-07-14,15808.700195,15877.349609,15764.200195,15853.950195,15853.950195,0.0,15761.372509650002,60.556313978730074,15895.11536681371,15627.629652486294,15772.603435553856,15699.872825850474,72.73060970338156,92.63047574143629,8742.067234288039,1,L
116,2021-07-15,15872.150391,15952.349609,15855.0,15924.200195,15924.200195,284900.0,15773.01249985,68.60996625997522,15920.889362950376,15625.135636749623,15795.926013930184,15716.489668009699,79.43634592048511,89.99164977724605,8750.09989232759,0,S
117,2021-07-16,15958.349609,15962.25,15882.599609,15923.400391,15923.400391,276300.0,15785.015038950001,66.36571762656708,15940.995338957113,15629.03473894289,15815.53745655631,15731.816388231202,83.72106832510872,88.73753348681859,8757.027735171247,0,S
118,2021-07-19,15754.5,15836.900391,15707.5,15752.400391,15752.400391,242100.0,15785.310058500001,43.916626597923184,15941.005694621013,15629.614422378989,15805.82406185534,15733.341129177039,72.48293267830013,85.4866133251149,8752.286881601149,0,S
119,2021-07-20,15703.950195,15728.450195,15578.549805,15632.099609,15632.099609,274300.0,15778.277538950002,38.03279179936689,15948.399435124724,15608.15564277528,15779.097222954519,15725.841757312073,53.255465642445415,79.04038378858101,8743.394439469896,1,L
